date,cause,temp,district
3AM 28-Apr-14,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Santa Cruz
1AM 29-Apr-14,Electrical connection,31,Santa Ana
8AM 29-Apr-14,Electrical connection,31,Tondo
12PM 29-Apr-14,Under Investigation,31,Binondo
3PM 29-Apr-14,Under Investigation,31,Malate
7PM 29-Apr-14,Electrical connection,31,Tondo
11AM 30-Apr-14,Electrical connection,30,Santa Ana
9PM 30-Apr-14,Electrical connection,30,Tondo
11PM 30-Apr-14,Electrical connection,30,Sampaloc
11PM 1-May-14,Electrical connection,31,Sampaloc
8AM 2-May-14,Electrical connection,31,Sampaloc
8AM 2-May-14,Electrical connection,31,Port Area
8PM 2-May-14,Electrical connection,31,Tondo
6PM 3-May-14,Electrical connection,29,Tondo
9PM 3-May-14,Under Investigation,29,Tondo
7PM 4-May-14,Electrical connection,29,Quiapo
7PM 4-May-14,Electrical connection,29,Santa Ana
7PM 6-May-14,Under Investigation,31,Paco
2AM 7-May-14,Electrical connection,31,Quiapo
11AM 7-May-14,Under Investigation,31,Binondo
6AM 8-May-14,Electrical connection,31,Pandacan
8PM 8-May-14,Electrical connection,31,Tondo
8AM 9-May-14,Electrical connection,31,Quiapo
3PM 9-May-14,Air-conditioned Fire/Air-cooler/Fan,31,Santa Ana
3PM 9-May-14,Electrical connection,31,Paco
7PM 9-May-14,Cigarette Butt,31,Ermita
11PM 9-May-14,Electrical connection,31,Port Area
10AM 10-May-14,Electrical connection,31,Port Area
10AM 12-May-14,Candle,32,Tondo
12PM 12-May-14,Cigarette Butt,32,Tondo
1PM 12-May-14,Cigarette Butt,32,Binondo
4PM 12-May-14,Electrical connection,32,San Nicolas
11PM 12-May-14,Electrical connection,32,Paco
9AM 13-May-14,Electrical connection,32,Paco
6PM 13-May-14,Electrical connection,32,San Miguel
7AM 15-May-14,Electrical connection,32,Tondo
10AM 15-May-14,Open flame,32,Quiapo
6PM 15-May-14,Electrical connection,32,Sampaloc
1AM 16-May-14,Electrical connection,32,Santa Ana
6AM 16-May-14,Electrical connection,32,Tondo
1AM 17-May-14,Under Investigation,31,Sampaloc
5PM 17-May-14,Firecracker,31,Santa Cruz
2PM 18-May-14,Electrical connection,32,Tondo
2AM 19-May-14,Arson,33,Sampaloc
12PM 19-May-14,Electrical connection,33,Santa Ana
7PM 19-May-14,Electrical connection,33,Santa Ana
11PM 20-May-14,Electrical connection,32,Sampaloc
11PM 20-May-14,Electrical connection,32,Malate
12AM 21-May-14,Electrical connection,32,Ermita
7AM 21-May-14,Electrical connection,32,San Miguel
6PM 21-May-14,Under Investigation,32,Ermita
3PM 22-May-14,Electrical connection,31,Ermita
6PM 22-May-14,"LPG Leak, Gas, Keresone, Charcoal Stove",31,Malate
6PM 22-May-14,Electrical connection,31,Tondo
8PM 22-May-14,Electrical connection,31,Quiapo
8PM 22-May-14,Electrical connection,31,Sampaloc
6PM 23-May-14,"LPG Leak, Gas, Keresone, Charcoal Stove",32,Tondo
8PM 23-May-14,Electrical connection,32,Tondo
9PM 23-May-14,Electrical connection,32,Tondo
9AM 24-May-14,Electrical connection,32,Tondo
1PM 24-May-14,Electrical connection,32,Ermita
12AM 25-May-14,Electrical connection,30,Quiapo
6AM 25-May-14,Electrical connection,30,Sampaloc
5PM 25-May-14,Electrical connection,30,Pandacan
12PM 26-May-14,Electrical connection,30,Sampaloc
4PM 26-May-14,Electrical connection,30,Sampaloc
4PM 26-May-14,Electrical connection,30,Santa Ana
5PM 26-May-14,Electrical connection,30,Tondo
6PM 26-May-14,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Sampaloc
9PM 26-May-14,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Santa Cruz
10PM 26-May-14,Electrical connection,30,Binondo
10AM 27-May-14,Cigarette Butt,30,Malate
3PM 27-May-14,Electrical connection,30,Port Area
8PM 27-May-14,Electrical connection,30,Sampaloc
10PM 28-May-14,Electrical connection,30,Paco
3PM 29-May-14,Electrical connection,30,Tondo
9AM 30-May-14,Open flame,30,Binondo
10AM 30-May-14,Cigarette Butt,30,Paco
2PM 31-May-14,Under Investigation,30,Quiapo
9AM 1-Jul-14,Candle,30,Tondo
10AM 1-Jul-14,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Tondo
2PM 1-Jul-14,Electrical connection,30,Tondo
6AM 2-Jul-14,Electrical connection,30,Tondo
8PM 3-Jul-14,Under Investigation,30,Tondo
2AM 4-Jul-14,Electrical connection,29,Paco
12PM 4-Jul-14,Under Investigation,29,Tondo
3AM 5-Jul-14,Electrical connection,28,Santa Ana
2AM 7-Jul-14,Candle,29,Sampaloc
10PM 7-Jul-14,Electrical connection,29,Pandacan
5PM 10-Jul-14,Under Investigation,29,Sampaloc
2PM 11-Jul-14,Air-conditioned Fire/Air-cooler/Fan,29,Sampaloc
5PM 11-Jul-14,Spontaneous combustion,29,Sampaloc
10AM 12-Jul-14,Electrical connection,31,Santa Cruz
1PM 13-Jul-14,Under Investigation,30,Santa Cruz
7PM 13-Jul-14,Electrical connection,30,Quiapo
11AM 14-Jul-14,"LPG Leak, Gas, Keresone, Charcoal Stove",30,Malate
1PM 14-Jul-14,Spontaneous combustion,30,Quiapo
1PM 14-Jul-14,Electrical connection,30,Sampaloc
12AM 15-Jul-14,Electrical connection,29,Pandacan
8AM 15-Jul-14,Under Investigation,29,Paco
8AM 15-Jul-14,Electrical connection,29,Tondo
9AM 15-Jul-14,Electrical connection,29,Tondo
9AM 15-Jul-14,Electrical connection,29,Sampaloc
4PM 15-Jul-14,Under Investigation,29,Tondo
5AM 16-Jul-14,Electrical connection,26,Sampaloc
7AM 16-Jul-14,Electrical connection,26,Sampaloc
8AM 16-Jul-14,Chimney Fire,26,Santa Cruz
9AM 16-Jul-14,Electrical connection,26,Malate
9AM 16-Jul-14,Electrical connection,26,Tondo
10AM 16-Jul-14,Electrical connection,26,Quiapo
11AM 16-Jul-14,Candle,26,Tondo
1PM 16-Jul-14,Electrical connection,26,Pandacan
1PM 16-Jul-14,Electrical connection,26,Santa Ana
1PM 16-Jul-14,Electrical connection,26,Sampaloc
10AM 17-Jul-14,Electrical connection,26,Paco
12PM 17-Jul-14,Electrical connection,26,Tondo
12PM 17-Jul-14,Electrical connection,26,Sampaloc
12PM 17-Jul-14,Electrical connection,26,Sampaloc
6PM 17-Jul-14,Electrical connection,26,Santa Ana
6PM 17-Jul-14,Electrical connection,26,Sampaloc
7PM 18-Jul-14,Electrical connection,29,Tondo
9AM 19-Jul-14,Electrical connection,28,Sampaloc
4PM 19-Jul-14,Electrical connection,28,Sampaloc
7PM 21-Jul-14,Electrical connection,28,Tondo
1AM 22-Jul-14,Under Investigation,27,Santa Cruz
7PM 22-Jul-14,Electrical connection,27,Sampaloc
1AM 23-Jul-14,Electrical connection,27,Santa Ana
8AM 23-Jul-14,Electrical connection,27,Quiapo
6PM 23-Jul-14,Electrical connection,27,Santa Cruz
7PM 23-Jul-14,Electrical connection,27,Santa Cruz
8PM 23-Jul-14,Electrical connection,27,Santa Ana
9PM 23-Jul-14,Electrical connection,27,Quiapo
1AM 25-Jul-14,Alcohol Lamp Fire,29,Tondo
10AM 26-Jul-14,Spontaneous combustion,28,San Miguel
4PM 26-Jul-14,Electrical connection,28,Sampaloc
2AM 27-Jul-14,Electrical connection,28,Sampaloc
2PM 28-Jul-14,Open flame,28,Ermita
10PM 28-Jul-14,Air-conditioned Fire/Air-cooler/Fan,28,Sampaloc
7PM 30-Jul-14,Electrical connection,28,Ermita
5AM 31-Jul-14,Electrical connection,27,Paco
2PM 31-Jul-14,Electrical connection,27,Santa Ana
2PM 1-Aug-14,Electrical connection,27,Binondo
7PM 3-Aug-14,Under Investigation,28,Malate
6AM 4-Aug-14,Electrical connection,27,Ermita
2PM 4-Aug-14,Electrical connection,27,Sampaloc
6PM 4-Aug-14,Other,27,Sampaloc
7PM 4-Aug-14,Electrical connection,27,Sampaloc
8AM 5-Aug-14,Electrical connection,26,Tondo
9PM 5-Aug-14,Electrical connection,26,Sampaloc
1PM 6-Aug-14,Electrical connection,28,Sampaloc
10AM 7-Aug-14,Candle,29,Sampaloc
4PM 8-Aug-14,Electrical connection,30,Pandacan
4PM 9-Aug-14,Electrical connection,30,Santa Cruz
6AM 11-Aug-14,Electrical connection,30,Binondo
1PM 11-Aug-14,Other,30,Santa Cruz
8PM 12-Aug-14,Electrical connection,30,Sampaloc
9AM 13-Aug-14,Electrical connection,30,Santa Ana
10AM 13-Aug-14,Under Investigation,30,Tondo
11AM 14-Aug-14,Electrical connection,30,Santa Cruz
11AM 14-Aug-14,Electrical connection,30,Binondo
9AM 15-Aug-14,Electrical connection,29,Paco
7PM 15-Aug-14,Electrical connection,29,Ermita
3AM 16-Aug-14,Under Investigation,28,Santa Ana
1PM 16-Aug-14,Under Investigation,29,Sampaloc
12PM 19-Aug-14,Electrical connection,29,Ermita
3PM 19-Aug-14,Under Investigation,29,Santa Ana
8PM 19-Aug-14,Electrical connection,29,Santa Cruz
1PM 20-Aug-14,Electrical connection,28,Sampaloc
8PM 20-Aug-14,Candle,28,Santa Cruz
9PM 20-Aug-14,Under Investigation,28,Pandacan
12AM 21-Aug-14,Other,29,Sampaloc
6PM 21-Aug-14,Electrical connection,29,Santa Ana
8PM 22-Aug-14,Under Investigation,27,Ermita
5PM 23-Aug-14,Electrical connection,29,Tondo
7PM 25-Aug-14,Electrical connection,29,Ermita
7PM 25-Aug-14,Under Investigation,29,Sampaloc
10PM 25-Aug-14,Electrical connection,29,Tondo
8AM 26-Aug-14,Electrical connection,26,Tondo
9AM 26-Aug-14,Electrical connection,26,Santa Ana
7PM 26-Aug-14,Under Investigation,26,Quiapo
5AM 26-Aug-14,Electrical connection,26,Ermita
10PM 27-Aug-14,Electrical connection,29,Tondo
7PM 29-Aug-14,Electrical connection,27,Sampaloc
10PM 31-Aug-14,Electrical connection,28,Santa Cruz
11PM 31-Aug-14,Electrical connection,28,Sampaloc
10AM 2-Sep-14,Electrical connection,28,Quiapo
11AM 2-Sep-14,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Sampaloc
1PM 2-Sep-14,Electrical connection,28,Ermita
7PM 2-Sep-14,Electrical connection,28,Santa Ana
10PM 2-Sep-14,Electrical connection,28,Santa Cruz
6PM 3-Sep-14,Electrical connection,28,Quiapo
6PM 3-Sep-14,Electrical connection,28,Sampaloc
8PM 5-Sep-14,Electrical connection,28,Sampaloc
9PM 5-Sep-14,Under Investigation,28,Malate
11AM 7-Sep-14,Air-conditioned Fire/Air-cooler/Fan,30,Tondo
12AM 8-Sep-14,Electrical connection,29,Sampaloc
1AM 8-Sep-14,Arson,29,Quiapo
1PM 8-Sep-14,Electrical connection,29,Quiapo
4PM 9-Sep-14,Electrical connection,27,Tondo
6AM 12-Sep-14,Electrical connection,30,Sampaloc
7AM 12-Sep-14,Electrical connection,30,Santa Cruz
4PM 12-Sep-14,Electrical connection,30,Santa Ana
8PM 12-Sep-14,Under Investigation,30,Pandacan
1PM 14-Sep-14,Electrical connection,26,Sampaloc
5PM 14-Sep-14,Electrical connection,26,Santa Cruz
5PM 14-Sep-14,Electrical connection,26,Sampaloc
6PM 14-Sep-14,Electrical connection,26,Sampaloc
11PM 14-Sep-14,Electrical connection,26,Quiapo
11PM 15-Sep-14,Arson,28,Sampaloc
11AM 16-Sep-14,Electrical connection,28,Sampaloc
11AM 16-Sep-14,Electrical connection,28,Sampaloc
3AM 17-Sep-14,Electrical connection,30,Sampaloc
8PM 17-Sep-14,Cigarette Butt,30,Ermita
2AM 18-Sep-14,Electrical connection,29,Tondo
5AM 18-Sep-14,Electrical connection,29,Pandacan
8AM 18-Sep-14,Electrical connection,29,Sampaloc
9PM 18-Sep-14,Electrical connection,29,Sampaloc
6AM 19-Sep-14,Electrical connection,25,Sampaloc
12PM 19-Sep-14,Electrical connection,25,Sampaloc
6PM 20-Sep-14,Electrical connection,28,Sampaloc
8PM 20-Sep-14,Under Investigation,28,Sampaloc
2AM 24-Sep-14,Matress Fire,29,Tondo
7PM 24-Sep-14,Electrical connection,29,Tondo
8PM 24-Sep-14,Under Investigation,29,Tondo
10PM 24-Sep-14,Electrical connection,29,Tondo
7PM 25-Sep-14,Electrical connection,28,Sampaloc
5PM 26-Sep-14,Electrical connection,28,Tondo
2PM 27-Sep-14,Electrical connection,28,Quiapo
8PM 27-Sep-14,Electrical connection,28,Sampaloc
11AM 29-Sep-14,Electrical connection,29,Sampaloc
6AM 30-Sep-14,Under Investigation,29,Santa Ana
8PM 30-Sep-14,Electrical connection,29,Santa Ana
8AM 1-Oct-14,Electrical connection,29,Santa Ana
2PM 1-Oct-14,Open flame,29,Sampaloc
4PM 1-Oct-14,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Sampaloc
8PM 1-Oct-14,Electrical connection,29,Santa Cruz
12AM 2-Oct-14,Electrical connection,28,Sampaloc
9AM 2-Oct-14,Electrical connection,28,Santa Ana
5PM 3-Oct-14,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Quiapo
5AM 3-Oct-14,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Santa Cruz
7AM 3-Oct-14,Electrical connection,28,Quiapo
12PM 3-Oct-14,Under Investigation,28,Santa Cruz
7PM 3-Oct-14,Open flame,28,Tondo
12AM 4-Oct-14,Under Investigation,29,Santa Ana
5AM 4-Oct-14,Electrical connection,29,Binondo
4PM 7-Oct-14,Electrical connection,29,Port Area
7PM 7-Oct-14,Electrical connection,29,Ermita
10PM 8-Oct-14,Electrical connection,27,Santa Cruz
8PM 9-Oct-14,Cigarette Butt,29,Tondo
11PM 9-Oct-14,Electrical connection,29,Santa Cruz
4PM 10-Oct-14,Electrical connection,29,Santa Ana
8PM 10-Oct-14,Cigarette Butt,29,Sampaloc
5PM 11-Oct-14,Electrical connection,29,Sampaloc
7PM 11-Oct-14,Electrical connection,29,Sampaloc
12PM 13-Oct-14,Electrical connection,28,Sampaloc
1PM 13-Oct-14,Under Investigation,28,Tondo
6PM 13-Oct-14,Electrical connection,28,Tondo
10AM 14-Oct-14,Electrical connection,29,Ermita
12PM 14-Oct-14,Air-conditioned Fire/Air-cooler/Fan,29,Santa Ana
7AM 18-Oct-14,Cigarette Butt,27,Binondo
5PM 18-Oct-14,Electrical connection,27,Binondo
7PM 18-Oct-14,Candle,27,Ermita
3PM 19-Oct-14,Electrical connection,29,Sampaloc
11AM 20-Oct-14,Under Investigation,27,Tondo
5PM 22-Oct-14,Electrical connection,28,Port Area
5PM 22-Oct-14,Electrical connection,28,Quiapo
6PM 22-Oct-14,Electrical connection,28,Quiapo
4AM 24-Oct-14,Electrical connection,27,Santa Cruz
12PM 24-Oct-14,Electrical connection,27,Ermita
7AM 25-Oct-14,Electrical connection,28,Ermita
10AM 26-Oct-14,Electrical connection,28,Tondo
8PM 27-Oct-14,Electrical connection,28,Tondo
11AM 28-Oct-14,Electrical connection,28,Tondo
1PM 28-Oct-14,Cigarette Butt,28,Sampaloc
5PM 28-Oct-14,Electrical connection,28,San Andres
11AM 29-Oct-14,Electrical connection,26,Santa Cruz
7PM 30-Oct-14,Under Investigation,28,Malate
8PM 30-Oct-14,Electrical connection,28,Pandacan
2AM 31-Oct-14,Electrical connection,28,Sampaloc
6PM 31-Oct-14,Electrical connection,28,Tondo
9PM 1-Nov-14,Electrical connection,29,Santa Cruz
10PM 1-Nov-14,Under Investigation,29,Binondo
4PM 5-Nov-14,Open flame,27,Tondo
10PM 6-Nov-14,Candle,27,Santa Cruz
3PM 7-Nov-14,Under Investigation,26,Tondo
4PM 7-Nov-14,Cigarette Butt,26,San Andres
7PM 7-Nov-14,Electrical connection,26,Binondo
4AM 8-Nov-14,Under Investigation,27,Tondo
11AM 8-Nov-14,Candle,27,Quiapo
7PM 10-Nov-14,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Tondo
9PM 10-Nov-14,Electrical connection,29,Quiapo
1AM 12-Nov-14,Electrical connection,29,Paco
5PM 13-Nov-14,Open flame,28,Santa Cruz
9PM 13-Nov-14,Under Investigation,28,Binondo
1PM 14-Nov-14,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",27,Ermita
12AM 15-Nov-14,Under Investigation,25,Binondo
12AM 15-Nov-14,Under Investigation,25,Tondo
1PM 15-Nov-14,Electrical connection,25,Santa Cruz
1AM 16-Nov-14,Under Investigation,28,Tondo
12PM 16-Nov-14,Electrical connection,28,Tondo
8PM 16-Nov-14,Electrical connection,28,Tondo
7PM 18-Nov-14,Under Investigation,29,Quiapo
10PM 18-Nov-14,Electrical connection,29,Quiapo
9AM 19-Nov-14,Electrical connection,28,Santa Ana
10AM 19-Nov-14,Electrical connection,28,Quiapo
10AM 19-Nov-14,Matchstick and Lighter,28,Santa Ana
3PM 21-Nov-14,Open flame,28,Sampaloc
10PM 23-Nov-14,Electrical connection,28,Ermita
7AM 24-Nov-14,Electrical connection,28,Santa Ana
9AM 25-Nov-14,Under Investigation,29,Tondo
11AM 25-Nov-14,Under Investigation,29,Santa Ana
3AM 26-Nov-14,Under Investigation,29,Malate
1PM 27-Nov-14,Air-conditioned Fire/Air-cooler/Fan,27,Sampaloc
6PM 27-Nov-14,Electrical connection,27,Binondo
7PM 27-Nov-14,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",27,Santa Cruz
3PM 28-Nov-14,Electrical connection,29,Ermita
5AM 29-Nov-14,Electrical connection,27,Tondo
6PM 29-Nov-14,Electrical connection,27,Sampaloc
9PM 30-Nov-14,Candle,28,Tondo
6AM 1-Dec-14,Electrical connection,27,Santa Cruz
10AM 1-Dec-14,Acetylene,27,Paco
11AM 1-Dec-14,Under Investigation,27,Port Area
1PM 2-Dec-14,Candle,27,Santa Ana
2AM 3-Dec-14,Under Investigation,29,Malate
2PM 4-Dec-14,Under Investigation,28,Malate
6AM 8-Dec-14,Other,27,Ermita
6PM 8-Dec-14,Candle,27,Tondo
9PM 9-Dec-14,Cigarette Butt,28,Ermita
11PM 9-Dec-14,Electrical connection,28,Tondo
5PM 10-Dec-14,Electrical connection,29,Sampaloc
5AM 11-Dec-14,Under Investigation,28,Santa Cruz
7AM 11-Dec-14,Under Investigation,28,Santa Ana
1PM 13-Dec-14,"Electrical Appliances (kettle, stove, ref, flat iron) (except fan)",26,Sampaloc
9PM 13-Dec-14,Electrical connection,26,Santa Cruz
10PM 15-Dec-14,Candle,26,Santa Ana
8PM 16-Dec-14,Electrical connection,28,Tondo
7PM 18-Dec-14,Electrical connection,27,Tondo
9PM 19-Dec-14,Electrical connection,26,Tondo
5PM 20-Dec-14,Electrical connection,27,Sampaloc
9PM 22-Dec-14,Under Investigation,27,Santa Cruz
10PM 22-Dec-14,Under Investigation,27,Santa Ana
10PM 23-Dec-14,Under Investigation,29,Santa Cruz
9PM 24-Dec-14,Electrical connection,25,Ermita
2PM 26-Dec-14,Under Investigation,27,Sampaloc
6PM 29-Dec-14,Electrical connection,26,Sampaloc
11AM 31-Dec-14,Electrical connection,26,Santa Ana
1PM 31-Dec-14,Electrical connection,26,Paco
1PM 31-Dec-14,Electrical connection,26,Santa Cruz
12AM 1-Jan-15,Firecracker,23,Tondo
12AM 1-Jan-15,Electrical connection,23,Tondo
2AM 1-Jan-15,Under Investigation,23,Malate
12PM 1-Jan-15,Under Investigation,23,Tondo
10PM 1-Jan-15,Electrical connection,23,Tondo
2PM 3-Jan-15,Air-conditioned Fire/Air-cooler/Fan,26,Santa Mesa
8AM 4-Jan-15,Electrical connection,26,Santa Mesa
11AM 5-Jan-15,Under Investigation,26,Binondo
12PM 6-Jan-15,Open flame,26,Binondo
2AM 7-Jan-15,Under Investigation,26,Binondo
12PM 11-Jan-15,Air-conditioned Fire/Air-cooler/Fan,24,Tondo
9PM 11-Jan-15,Candle,24,Santa Cruz
6PM 12-Jan-15,Under Investigation,27,Tondo
5PM 13-Jan-15,Under Investigation,26,San Andres
10AM 14-Jan-15,Electrical connection,25,Ermita
7PM 15-Jan-15,Electrical connection,26,San Miguel
11PM 15-Jan-15,Under Investigation,26,Tondo
7AM 16-Jan-15,Under Investigation,27,Tondo
7PM 16-Jan-15,Under Investigation,27,Pandacan
9AM 17-Jan-15,Under Investigation,26,Port Area
12PM 17-Jan-15,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
1PM 18-Jan-15,Electrical connection,22,Tondo
3PM 18-Jan-15,Electrical connection,22,Malate
5PM 18-Jan-15,Under Investigation,22,Santa Ana
1AM 19-Jan-15,Electrical connection,26,Tondo
10PM 19-Jan-15,Electrical connection,26,Sampaloc
12AM 21-Jan-15,Electrical connection,28,Santa Cruz
11PM 21-Jan-15,Cigarette Butt,28,Pandacan
9AM 22-Jan-15,Under Investigation,27,Santa Cruz
2PM 24-Jan-15,Open flame,26,Santa Cruz
5AM 24-Jan-15,Cigarette Butt,26,Santa Cruz
7PM 24-Jan-15,Electrical connection,26,Santa Ana
8PM 24-Jan-15,Electrical connection,26,Malate
1AM 25-Jan-15,Electrical connection,26,Tondo
1AM 25-Jan-15,Electrical connection,26,Santa Mesa
5AM 25-Jan-15,Under Investigation,26,Tondo
11AM 25-Jan-15,Acetylene,26,Tondo
7AM 26-Jan-15,Electrical connection,28,Binondo
6PM 25-Jan-15,Under Investigation,26,Tondo
6PM 25-Jan-15,Electrical connection,28,Port Area
8PM 29-Jan-15,Electrical connection,26,Binondo
12PM 31-Jan-15,Electrical connection,25,Tondo
5PM 31-Jan-15,Electrical connection,25,Binondo
11AM 1-Feb-15,Electrical connection,25,Sampaloc
9AM 1-Feb-15,Air-conditioned Fire/Air-cooler/Fan,25,Santa Ana
10AM 3-Feb-15,Electrical connection,26,Santa Cruz
10AM 3-Feb-15,Electrical connection,26,Tondo
4PM 3-Feb-15,Open flame,26,Paco
8PM 3-Feb-15,Cigarette Butt,26,Santa Cruz
12AM 4-Feb-15,Under Investigation,26,Santa Cruz
3PM 4-Feb-15,Under Investigation,26,Tondo
7PM 5-Feb-15,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Sampaloc
8PM 5-Feb-15,Electrical connection,26,Tondo
3AM 6-Feb-15,Electrical connection,25,Sampaloc
5PM 8-Feb-15,Electrical connection,27,Tondo
10PM 8-Feb-15,Electrical connection,27,Santa Cruz
11PM 10-Feb-15,Candle,26,Pandacan
9AM 10-Feb-15,Electrical connection,26,Sampaloc
11AM 10-Feb-15,Under Investigation,26,Sampaloc
12AM 10-Feb-15,Under Investigation,26,Santa Cruz
1PM 10-Feb-15,Electrical connection,26,Sampaloc
5PM 10-Feb-15,Cigarette Butt,26,Binondo
5PM 10-Feb-15,Under Investigation,26,Sampaloc
7PM 10-Feb-15,"LPG Leak, Gas, Keresone, Charcoal Stove",26,Malate
6PM 11-Feb-15,Electrical connection,26,Santa Mesa
4AM 23-Feb-15,Under Investigation,26,Santa Cruz
11AM 24-Feb-15,Matchstick and Lighter,28,Sampaloc
2PM 25-Feb-15,Electrical connection,28,Tondo
2PM 26-Feb-15,Electrical connection,28,Tondo
10PM 27-Feb-15,Electrical connection,28,Malate
3AM 28-Feb-15,Electrical connection,28,Malate
9AM 14-Feb-15,Electrical connection,28,Tondo
1AM 15-Feb-15,Cigarette Butt,27,Sampaloc
3AM 15-Feb-15,Electrical connection,27,Sampaloc
8AM 15-Feb-15,Under Investigation,27,Tondo
10AM 16-Feb-15,Electrical connection,28,Ermita
1AM 17-Feb-15,Cigarette Butt,28,Santa Cruz
9PM 17-Feb-15,Under Investigation,28,Tondo
10PM 17-Feb-15,Under Investigation,28,Tondo
9PM 18-Feb-15,Electrical connection,27,Santa Ana
5AM 19-Feb-15,Electrical connection,25,Santa Cruz
11AM 19-Feb-15,Under Investigation,25,Malate
4AM 20-Feb-15,Under Investigation,26,Tondo
11AM 20-Feb-15,Open flame,26,Tondo
1PM 21-Feb-15,Arson,25,Sampaloc
12PM 21-Feb-15,Under Investigation,25,Santa Cruz
2PM 21-Feb-15,Electrical connection,25,Paco
11AM 22-Feb-15,Electrical connection,27,Sampaloc
12PM 22-Feb-15,Under Investigation,27,Tondo
5PM 22-Feb-15,Under Investigation,27,Santa Cruz
6AM 24-Feb-15,Under Investigation,28,Quiapo
6PM 24-Feb-15,Cigarette Butt,28,Santa Cruz
5PM 26-Feb-15,Electrical connection,28,Santa Mesa
4PM 27-Feb-15,Electrical connection,28,Binondo
11PM 27-Feb-15,Electrical connection,28,Sampaloc
2AM 28-Feb-15,Under Investigation,28,Sampaloc
9AM 1-Mar-15,Under Investigation,28,Ermita
10AM 1-Mar-15,Electrical connection,28,Sampaloc
11AM 2-Mar-15,Open flame,28,Santa Cruz
6AM 2-Mar-15,Under Investigation,28,Binondo
6AM 2-Mar-15,Electrical connection,28,Sampaloc
7AM 2-Mar-15,Under Investigation,28,Tondo
1AM 3-Mar-15,Under Investigation,27,Tondo
9AM 3-Mar-15,Electrical connection,27,Tondo
10AM 3-Mar-15,Cigarette Butt,27,Tondo
7AM 4-Mar-15,Under Investigation,28,Sampaloc
11AM 4-Mar-15,Electrical connection,28,Santa Cruz
9AM 4-Mar-15,Candle,28,Tondo
6AM 5-Mar-15,Electrical connection,27,Sampaloc
2AM 5-Mar-15,Under Investigation,27,Santa Ana
2AM 5-Mar-15,Under Investigation,27,Tondo
5AM 5-Mar-15,Electrical connection,27,Tondo
6AM 5-Mar-15,Under Investigation,27,Tondo
9AM 6-Mar-15,"LPG Leak, Gas, Keresone, Charcoal Stove",28,Pandacan
1AM 7-Mar-15,Electrical connection,28,Tondo
10AM 8-Mar-15,Electrical connection,28,Tondo
5AM 9-Mar-15,Cigarette Butt,28,Santa Cruz
2AM 11-Mar-15,Electrical connection,24,Santa Cruz
3AM 11-Mar-15,Electrical connection,24,Sampaloc
9AM 11-Mar-15,Electrical connection,24,Ermita
12PM 12-Mar-15,Cigarette Butt,27,Tondo
7AM 13-Mar-15,Candle,26,Tondo
12PM 13-Mar-15,Electrical connection,26,Santa Cruz
1AM 14-Mar-15,Electrical connection,27,Santa Cruz
12PM 16-Mar-15,Open flame,28,Tondo
3AM 17-Mar-15,Electrical connection,28,Port Area
3AM 18-Mar-15,Cigarette Butt,27,Ermita
8AM 18-Mar-15,Electrical connection,27,Tondo
7AM 19-Mar-15,Electrical connection,28,Santa Cruz
11AM 20-Mar-15,Electrical connection,28,Pandacan
3AM 21-Mar-15,Candle,30,Tondo
10AM 21-Mar-15,Electrical connection,30,Sampaloc
11AM 23-Mar-15,Electrical connection,27,Santa Mesa
6AM 24-Mar-15,Candle,28,San Miguel
11AM 25-Mar-15,Arson,28,Malate
8AM 28-Mar-15,Electrical connection,29,Tondo
10AM 29-Mar-15,Spontaneous combustion,30,Santa Ana
2AM 29-Mar-15,Electrical connection,30,Tondo
10AM 30-Mar-15,"LPG Leak, Gas, Keresone, Charcoal Stove",29,Santa Cruz
9AM 30-Mar-15,Cigarette Butt,29,Sampaloc
10AM 30-Mar-15,Electrical connection,29,Tondo
7AM 30-Mar-15,Cigarette Butt,29,Sampaloc
1AM 31-Mar-15,Electrical connection,30,Tondo
2AM 31-Mar-15,Spontaneous combustion,30,Tondo
6AM 31-Mar-15,Electrical connection,30,Sampaloc
7AM 31-Mar-15,Under Investigation,30,Paco
9AM 31-Mar-15,Cigarette Butt,30,Paco
12PM 1-Apr-15,Electrical connection,29,Tondo
12PM 1-Apr-15,Cigarette Butt,29,Tondo
3AM 2-Apr-15,Electrical connection,30,Santa Ana
3AM 5-Apr-15,Under Investigation,29,Tondo
4AM 7-Apr-15,Electrical connection,30,Tondo
5AM 7-Apr-15,Under Investigation,30,Sampaloc
11AM 7-Apr-15,Electrical connection,30,Tondo
1AM 8-Apr-15,Electrical connection,29,Tondo
10AM 8-Apr-15,Under Investigation,29,Sampaloc
